,from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count
68,1566260546722230,Diane Barcena,"Habang naka tambay sa may UP track oval, pinag usapan ang dream ko last week na may weird characters and settings.

Friend: Baka naman napanood mo sa TV bago ka natulog o kaya yun ang iniisip mo at tinatanim mo sa isip mo na idea.
Me: Nanood ako AI, wala nmng dragon dun, di ko din inisip, bat may dragon sa dream ko...hmm baka ikaw ng tanim ng dragon idea sa dream ko?? hehehe
Friend: Hahaha. Parang inception.
Me: *seryosong nag tanong* Kung magtatanim ka ng idea sa dream ko ano ilalagay mo?
Friend: Bigas? *clueless*
LOL, idea kasi..tsaka di nmn tinatanim ang bigas.",2012-03-21T01:05:32+0000,status,NA,326350678368_10150658921808369,37,3,0
69,969887733047118,Anarose Reovoca Pandongan,"may tanong aq, graduating aq this sem, nagpakasal aq last october, anu ang better qng gawin, change name before i graduate or stay as it is at mg change lng if mag wwork na q? tnx...",2012-03-22T11:10:23+0000,status,NA,326350678368_10150661917608369,0,2,0
70,10208745989346500,Adrian Baccay,The UP Law Aptitude Exam (LAE) results are now OUT! Pagbati sa mga susunod na Abugado para sa Bayan!,2012-03-22T11:23:13+0000,link,http://law.upd.edu.ph/index.php?option=com_content&view=article&id=494%3A2012-law-aptitude-examination-results-lae&catid=316%3Alaw-aptitude-examination&Itemid=499,326350678368_10150661932333369,0,0,0
71,1143092065715390,Lianne Lamarca Lelis,"""It's not the fall that kills you. It's the stop."" - Professor in Physics101",2012-03-20T02:35:26+0000,status,NA,326350678368_10150656736743369,151,17,0
72,847719498690640,Liam Baltimore,sana lang lagyan na nila ng bakod ang buong uplb tapos bawal pumasok ang mga outsiders ng walang pahintulot....   di ba dapat ganun naman ang mga universities??? di po tau park para tambayan ng mga sanggano na walang magawa... university po tayo... lugar para sa mga may katututran.,2012-03-15T10:14:57+0000,status,NA,326350678368_10150646513423369,16,4,0
73,10205964260334400,Aly Mendoza,hello gaano po kalaki yung mga rooms sa centennial I or II dorm?,2012-03-21T17:44:54+0000,status,NA,326350678368_10150660374643369,0,2,0
74,10208940455693800,Vanessa Almirante,"Note: Halos lahat ng estudyante sa class na ito ay graduating...
(non-verbatim)

Student: Sir, may delikado po ba sa amin?
Prof: Oo naman. Sa midterms pa lang eh.

Student:
Sir, MERCY!
What will Jesus do?
Sir, nasabihan na po yung mga kamag-anak namin sa probinsiya.
Nabenta na po yung kalabaw.
The cow has already been slaughtered for offering.
My mother has already bought my Barong!

:)))))))))))))))))))))",2012-03-20T17:15:12+0000,status,NA,326350678368_10150658024193369,88,3,0
75,10153331103716300,Barbie Limpe Candano,"Starting March 22, 2012, UP Campus jeeps are to increase fares by P 0.50. Please be guided, mga Iskolar-Aktibista!",2012-03-21T15:51:48+0000,photo,https://www.facebook.com/UPSE.StudentCouncil/photos/a.210484935720154.34217.201782619923719/210484939053487/?type=3,326350678368_10150660192168369,0,0,0
76,10205809287733300,Nicomedes E. Buenaventura,"Sabi nila...

Never kiss Nursing students. They will inject pain.
Nor accounting students. They will increase your debt.

But...

Always kiss Engineering students. They always know the best angle.
Or Tourism students. They know the best spot.
HRM students are good kissers, too. Every kiss will taste delicious.

They even said Psychology students are the best kissers. Kasi ikababaliw mo.

Sabi ko: Fuck that. Kiss Economics students! They know what you demand and how much to supply. :))

- Batch mate ko nu'ng high school at ngayong college.",2012-03-20T05:41:08+0000,status,NA,326350678368_10150656971393369,151,16,0
77,10205677647809500,Christian Allen Taleon,anong pinakamasayang gawin para di tamaan ng antok sa klase?,2012-03-19T11:17:28+0000,status,NA,326350678368_10150655228793369,0,38,0
78,10207621164159800,Jerome James Han,"Kanina may nagtext sa akin na di ko kilala.

09*********: evening...
ako: Sino toh?
09*********: salamat may nagreply..sa 22o poh tsamba lng..girl ka poh?
ako: Ako si Simsimi, busy ako.
09*********: gus2 ko lng makipagfrend..tagasan ka?
ako: sinabing busy ako. lalake ako. kulet.

hahaha
#epektonisimsimi",2012-03-21T11:09:58+0000,status,NA,326350678368_10150659784623369,32,0,0
79,1129047550479440,Anne Tachado,"ah, para sa mga smokers diyan? wala pa akong nakikitang Pilipinong ganito
",2012-03-21T05:03:57+0000,link,http://news.yahoo.com/blogs/sideshow/anti-smoking-psa-offer-tips-life-tracheotomies-144615435.html,326350678368_10150659333438369,0,0,0
80,1169015413111330,Kiboy Sagrado Tabada,"Friends, pasagot naman ng survey please.
Let's measure the mandate! :D

",2012-03-21T02:09:30+0000,link,http://tinyurl.com/7q7e9pz,326350678368_10150659007943369,0,0,0
81,10205295327537100,Jantzen Chua,Ilang absences pwede sa isang 2 unit once a week subject?,2012-03-11T13:12:50+0000,status,NA,326350678368_10150638764183369,0,11,0
82,10208495526522700,Rick Freewind,"Share share share... Whoever made this blog is this deserves a medal.

http://therightbackalley.multiply.com/journal/item/7/Mga_Vandals_na_nakalap_sa_UP_-_ilan_na_ba_dito_ang_nakita_mo?&show_interstitial=1&u=%2Fjournal%2Fitem",2012-03-20T11:44:42+0000,link,http://therightbackalley.multiply.com/journal/item/7/Mga_Vandals_na_nakalap_sa_UP_-_ilan_na_ba_dito_ang_nakita_mo?utm_source=facebook&utm_medium=addthis&utm_campaign=therightbackalley,326350678368_10150657470598369,11,5,1
83,10204189383535200,Malereine Joi Moran,"Kanina sa K,W & E photocopy center sa may grove:

Friend: Kuya, STS 1 po?
*si kuya hinahanap
Ako: Kuya ayun po. (sabay turo sa STS 1)

* nakipagdaldalan ako kay friend habang pinapaphoto copy ni kuya ung handout, tpos biglang sabi ni friend.

Friend: kuya, paphotocopy nga po pala nito (sabay abot ng libro na hiniram ni friend sakin.)
Ako: ngayon mo pa lang pala papaphotocopy yan. balik mo sakin yan ha, gagamitin ko yan next year.

* tapos daldalan ulit ng biglang sabi ni friend in a quiet voice.

Friend: hala si kuya sinira ung libro.
Ako: oo nga O.o

AT MAY GALIT SAKIN SI KUYA O.O ang fail, di namin mapapansin kung di xa kumuhang tape...",2012-03-20T00:54:08+0000,status,NA,326350678368_10150656561938369,11,3,0
84,10201296612333900,Adrian James de Guzman,"to those who are anti mining and supporting save palawan movement

",2012-03-11T04:53:34+0000,link,http://www.rappler.com/thought-leaders/2241-correcting-lies-and-disinformation#.T1v1zsLM8J3.facebook,326350678368_10150638219938369,30,47,1
85,10201272513770300,Peter Damasco,"Nakasulat sa isang bond paper na nakadikit sa monobloc chair barricade sa Department of Social Sciences na humihiwalay sa mga cubicle ng faculty at ng mundong ginagalawan ng mga mortal na Iskolar:

""BAWAL PUMASOK

(nakamamatay)""

Sa reputasyon ng mga minamahal naming mga prof dito sa departamento, mahirap ding sabihin na nagbibiro lang sila. :P",2012-03-20T13:29:14+0000,status,NA,326350678368_10150657629643369,34,0,0
86,1020068888049750,Yani Tuazon,"bigla ko lang naalala kanina. XD

nakaupo ako sa agapita. tapos may 2ng babae na nandun. nakanta ung isa:

GIRL A: *kanta kanta*
GIRL B: sige kanta ka lang. ako magiging audience mo... ay... isa lang ako kaya audien pala.

/facepalm",2012-03-17T16:37:19+0000,status,NA,326350678368_10150651376673369,135,2,0
87,1079660275388670,Karen Ann Celzo Calauad,"sir's mom: kelan ka uuwi neng?
me: next week na po...kaso 4 days lang po ako dun.,balik na rin po ako dito sa april 1
sir's mom: oh..ba't ka pa uuwi?
me: kelangan ko po ipakita sa parents ko na buhay pa ako, hindi na-hold up o anuman.

#bow.",2012-03-20T09:41:16+0000,status,NA,326350678368_10150657338223369,59,0,0
88,10205661344915300,Wendi Joyce Subido,"""Nobody stays on top forever. Not the dinosaurs, the Beatles.. Not even RICHARD GUTIERREZ.."" (Mazahery,2007)

-From our BIO 22 Lab teacher during our discussion about food chain",2012-03-19T04:57:02+0000,status,NA,326350678368_10150654660808369,50,6,0
89,10201375172817600,Abner Serania,"I'm not afraid of HELL WEEK, but instead of my GWA. LOL. Mare-retain pa kaya ako? LOL",2012-03-20T05:43:38+0000,status,NA,326350678368_10150656973533369,5,0,0
90,10201375172817600,Abner Serania,"Pang boring si Prof, nakakagawa ako ng mga obra maestras. LOL",2012-03-20T05:38:20+0000,status,NA,326350678368_10150656968463369,8,0,0
91,1143092065715390,Lianne Lamarca Lelis,"Class in Physics

Prof: Pag nagsosolve kayo ng problem. Always remember K-I-S-S.
Kami: Huh???
Prof: ""Keep It Simple-----

STUPID!!!""

BOOM! Haha :D",2012-03-20T02:32:38+0000,status,NA,326350678368_10150656732408369,67,0,0
92,10207895765103600,Cherry Privado,"Friends, let's not forget to donate blood tomorrow, 9AM-5PM NIGS Lobby, UP Diliman. SEE YOU!",2012-03-19T15:06:17+0000,status,NA,326350678368_10150655547643369,2,5,0
93,10209229787803600,Rod Bondoc,NA,2012-03-19T13:34:09+0000,link,http://www.interaksyon.com/infotech/up-students-bag-major-accolades-at-cybercrime-tilt-in-hong-kong,326350678368_10150655413983369,13,0,3
94,10207608539705200,Neil Lomibao,"Please do watch this video everyone. It's worth your time! :)

",2012-03-19T06:21:58+0000,video,http://www.youtube.com/watch?v=vDIheELkeUg,326350678368_10150654763893369,2,0,0
95,10153291392242200,Irina Tan,HELLO! who drives a car to school? can you please answer our super short survey for ce22? thanks :) https://docs.google.com/spreadsheet/viewform?formkey=dDc1QjVCQmlhdGFRWWFQOGFRbmhDMGc6MQ,2012-03-18T11:36:10+0000,status,NA,326350678368_10150652903113369,0,0,0
97,10205562814377800,Carlo Santos,"Mula sa Kule para sa Marso 15, 2012, Taon 89, Blg. 30, Eksenang Peyups

""Na-senze ko itong dalawang mag-amiga habang nagdidiscussion kung where ba sila magdi-dinner. Niregla nang slight ang aking ilongski ko while eavesdropping sa kanilang like, uuhh, you know lurlur konyonizm? Pero biglang nag-hemorrhage lahat ng jutas sa katawan ko ng humirit ang isa ng ""I don't wanna KFC e, coz I Bannappled na yesterdeeey."" Ow. Em. Ji.""",2012-03-16T15:40:38+0000,status,NA,326350678368_10150649258628369,75,10,0
98,10154066719478900,Janice N. Averilla,"Wala na bang matinong news about LB? Puro na lang krimen!

",2012-03-14T15:20:52+0000,link,http://www.gmanetwork.com/news/story/251408/news/regions/upou-student-robbed-and-stabbed-in-los-ba,326350678368_10150644947543369,0,26,1
99,10201358091350700,Ferdinand Espina Gutierrez,"WE NEED MORE RESPONSES! Please help us!

Nakapunta na ba kayo sa QUEZON MEMORIAL CIRCLE? If yes, then

We would like to invite you to answer this survey:

http://kwiksurveys.com/?s=LOKIKJ_a521f31f  

The survey will be used for our landscape design plate (L Arch 22) by which we will be designing the Quezon Memorial Circle. Please help us guys! It would be a great help for us if you will participate in our survey. Thank you!! GO GO GO! :)",2012-03-17T16:21:12+0000,link,http://kwiksurveys.com/?s=LOKIKJ_a521f31f,326350678368_10150651350653369,0,0,0
100,10205562814377800,Carlo Santos,"Sa mga miyembro ng pangkat na ito, gawin po nating tulad ng isang forum ang groups. Kung gusto po nating magpost ng panibagong content o topic sa wall, i-check po muna natin kung meron na sa pamamagitan ng group search feature at dun po natin ipost yung gusto natin idagdag na content. Salamat po. Alalahanin po nating may bump feature ang FB groups. Sa mga hindi makakasunod, mag-iingat. Maraming nangangain ng tanga at mangmang sa UP. trolololol",2012-03-08T17:41:27+0000,status,NA,326350678368_10150633648058369,17,4,0
151,10208495526522700,Rick Freewind,"Today's lecture class observation:
""array[u][v] = sentinel;""

How my head processed it:
""The Sentinel is OWNED by an element of a 2d array.""

Please point a shotgun in my head for the joke.",2012-05-07T08:44:51+0000,status,NA,326350678368_10150826115588369,4,5,0
210,1148471585165740,John Orion William Valledor,"'07 ako.

Kaya tuwing may 'new acquaintance' ako na UP alum din, ang lagi lang nilang reaksyon matapos naming magtanongan ng student number ay, 

""Ah so kayo yung mayaman na batch?""",2012-05-06T14:49:06+0000,status,NA,326350678368_10150808104543369,19,0,0
310,1029784880394150,Jarred Santos,Hello :)  This is for our PI 10 campaign. It's about failing and the reasons why it happens. Have you guys ever failed a subject? Why do you think so? Thanks a lot for those who consider answering -- and do so :),2012-05-03T02:57:58+0000,status,NA,326350678368_10150770018598369,7,25,0
410,10201375172817600,Abner Serania,UPian? O Isko at Iska?,2012-04-18T01:22:34+0000,status,NA,326350678368_10150718007693369,5,55,0
510,1154249824599300,Nygel Bautista,"Sinong naghahanap ng apt.??? studio type,.. 4000 lang good for 2 person,.. kasama na dun ang ilaw at tubig,..comment lang kayo,.. 2 minutes or less than lang ang paglalakad mula dito samin hanggang raymundo gate,.. Salamat",2012-05-05T01:02:31+0000,status,NA,326350678368_10150794727098369,0,7,0
610,1261006260580140,Billy George Panulaya,"isang high schooler taga samin...

Siya: Kuya, saan ka nagaaral?
Ako: Sa UP. Bakit?
Siya: Saan po yun? Maganda ba dun?
Ako: :/

Marami parin palang di nakakaalam kung ano ang UP. Siguro yun yung hamon satin, ipakilala muna sa Pilipinas kung ano ang UP bago sa ibang bansa.",2012-05-04T07:30:39+0000,status,NA,326350678368_10150786863828369,45,10,0
710,10205803359467800,Alfonze Atienza,"Weird na pag-uusap:

Somebody: San ka nag-aaral?
Me: UP po.
Somebody: Ayy? Edi ""radikal"" ka din?
Me: ??????
Somebody: Radikal kaya mga tao sa UP
Me: K fine.

--------------------------------------------------------------------",2012-05-05T12:19:25+0000,status,NA,326350678368_10150796740573369,6,6,0
810,10208718366853900,Wchl C. Dstr,"05-02-12 ng hapon: Nakatambay kame sa isa sa mga benches na nasa paligid ni Oble. Pinag-uusapan nung tatlong nasa tapat namen ang ""SABLAY"".

GIRL (na hindi naman freshman kase naging kaklase ko na sya dati): Ano ba yung sablay na tela na yun? Palda ba yun?

ME & FRIEND: *Nagkatinginan na lang at natawa*

In fairness, parang gustong bumaba ni Oble para pangaralan sya pero pinigilan ko kase sabe ko give her the benefit of the doubt na lang. Kase di pa tayo gumagamit non sa Elbi. Hehe. :P",2012-05-05T11:40:49+0000,status,NA,326350678368_10150796676488369,21,0,0
910,1360336337313730,Sam'my Palabrica-Morales,NA,2012-05-04T18:21:06+0000,link,http://www.southcotabatonews.com/2010/06/up-opens-health-sciences-campus-in.html,326350678368_10150793882248369,0,0,0
10,10205977575174700,Erwin Mark Mata,"Are Catholics Christians? This blog essay helps us understand this very common misconception among non-Catholics that Catholics are not Christians. In fact Catholics are the first Christians :-) From the blog ""So let’s set the record straight. Christianity started about 2000 years ago with a man (who was also God) – Jesus Christ. This man, Jesus, started a single Church with his apostles.

Where is this Church today?"" Please read on. ",2012-04-24T06:46:30+0000,link,http://fallibleblogma.com/index.php/are-catholics-christian/,326350678368_10150738531833369,18,71,0
1110,10208718366853900,Wchl C. Dstr,"Kanina nagpunta ako sa campus para magrequest ng Certificate of Graduation (bilang June 25 pa iiissue ang diploma). At kung mamalasin ka nga namang sadya, brown-out! Edi more kwentuhan na lang muna kame ng isang ka-college na naandun naman para kumuha ng TOR. Aliw-aliwan kame sa mga nanay na nanggagalaiti sa galit dahil sa kung taga saan pa daw silang mga lupalop tapos hindi sila makakabayad kase nga brown-out. Hindi gumagana yung gamit nila na nagsastamp sa receipt (kung anuman yun).

ATE: Bakit walang kuryente? Wala ba kayong generator dito? Ang layo pa namin!

GUARD: Eh ma'am.... (Sabay sagot ng sagot nyang mga 98127654 times na nameng narinig kakaexplain nya sa mga tao)

ATE: Ano ba yan! Pano pag brown-out tapos may klase ang mga bata! Ano yun edi wala na? Kanselado na ang mga klase? Ay ano ba yaaaan! (irita much na talaga to si Ate, promise)

ME: Welcome to UP! (Sabay smile at alis)

Syempre napatingin sila sa akin. Hehe. Yun lang! :D",2012-05-04T13:37:58+0000,status,NA,326350678368_10150791646493369,55,4,0
1210,10153550136712400,Bryan Batac,"It was hell week, so bangag at puyat ako nung mga panahon na yun. Gagamit ako ng CR sa AS. Nakapasok na ko sa CR, may long hair na babae na naka-dress na nagreretouch sa salamin.

Ako: Ay sorry po ate. Sorry! Sorry! (sobrang apologetic kasi napa-pasok ako sa CR ng babae)
Ate: *mumbles something, parang ""ok lang"", pero sa panic ko nga, puro sorry ako at labas agad.

Paglabas ko, sabay tingin ako sa signage sa pinto, hindi naman pala ako nagkamali, CR pala talaga yun ng lalaki. Pasok ako ulit. Hindi pala ""ate"" si ate. Natanso ako. Not sure kung bangag lang talaga ako o mukang babae talaga si ""ate/kuya"". XD",2012-04-27T05:51:37+0000,status,NA,326350678368_10150745769358369,283,21,0
1310,1094812040540810,Justine Willauer,"Almost forgot, May the fourth be with you. ;)",2012-05-04T10:51:16+0000,status,NA,326350678368_10150790148543369,9,0,0
1410,10207722723540600,Mina Deocareza,"Sa UP-Katipunan jeep...

Pasahero 1: Bayad po, dalawang ikot!
Pasahero 2: Naku, baka mahilo ka naman nyan!",2012-04-13T10:51:22+0000,status,NA,326350678368_10150708129763369,250,5,0
1510,1319939701355430,TJ Caraan Tenedero,Mariin kong tinututulan ang hindi pagrenew sa kontrata ng mga technician sa bawat large lecture hall sa UPLB. Naging sanhi ito upang magambala ang aming klase at hindi ganoon kaayos ang pagpepresent ng knilang mga lecture..,2012-05-04T09:18:48+0000,status,NA,326350678368_10150787864723369,5,0,0
1610,1276229525727750,Ann Carmel Flores,"Random usapan sa bahay...
Nanay: Jeric, sabihin mo nga sa kuya mo pakainin na yung mga aso.
Jeric: Kuya, pakikain mo na daw yung mga aso!
Kuya: Lutuin mo muna!
o.0",2012-05-03T14:00:17+0000,status,NA,326350678368_10150776292093369,14,4,0
